name,club,Position,Appearances,Goals,Shots,Assists,Passes,Crosses,Fouls,Offsides,Tackles,Interceptions,Clearances,Headed Clearance,Recoveries,Successful 50/50s,Headed goals,Shots on target,Big chances missed,Big chances created,Yellow cards,Red cards,Blocked shots,Tackle success %,Last man tackles,Errors leading to goal,Duels won,Duels lost,Aerial battles won,Aerial battles lost,Cross accuracy %,Accurate long balls,age,height_cm,overall,potential,wage_eur,pace,shooting,passing,dribbling,defending,physic,player_url,gpg,crosspg,ppg,apg,bspg,fpg,opg,tpg,ipg,clearpg,rpg,ffpg,bcpg,lbpg,aerial_win,duel_win,shot_accuracy,chances_missed
"frozenset({'Henrikh', 'Mkhitaryan'})",Arsenal,Midfielder,51,7,71.0,10,1786,133.0,42,12.0,61.0,37.0,17.0,8.0,208.0,59.0,0.0,32.0,3.0,17.0,3.0,0.0,17.0,70.0,,0.0,205.0,283.0,32.0,47.0,20.0,55.0,30.0,177.0,81.0,81.0,94000.0,78.0,76.0,78.0,83.0,55.0,66.0,https://sofifa.com/player/192883/henrikh-mkhitaryan/20/159586,0.13725490196078433,2.607843137254902,35.01960784313726,0.19607843137254902,0.3333333333333333,0.8235294117647058,0.23529411764705882,1.196078431372549,0.7254901960784313,0.3333333333333333,4.078431372549019,1.1568627450980393,0.3333333333333333,1.0784313725490196,0.4050632911392405,0.42008196721311475,0.4507042253521127,0.04225352112676056
"frozenset({'Mohamed', 'Elneny'})",Arsenal,Midfielder,38,0,36.0,3,2191,27.0,23,1.0,44.0,34.0,33.0,12.0,181.0,10.0,0.0,5.0,2.0,2.0,7.0,1.0,17.0,61.0,,0.0,92.0,92.0,16.0,27.0,11.0,63.0,26.0,181.0,77.0,78.0,65000.0,59.0,63.0,72.0,70.0,74.0,74.0,https://sofifa.com/player/211454/mohamed-elneny/20/159586,0.0,0.7105263157894737,57.6578947368421,0.07894736842105263,0.4473684210526316,0.6052631578947368,0.02631578947368421,1.1578947368421053,0.8947368421052632,0.868421052631579,4.7631578947368425,0.2631578947368421,0.05263157894736842,1.6578947368421053,0.37209302325581395,0.5,0.1388888888888889,0.05555555555555555
"frozenset({'Salah', 'Mohamed'})",Liverpool,Forward,50,35,171.0,11,1215,99.0,20,19.0,21.0,13.0,5.0,4.0,,,2.0,77.0,28.0,12.0,2.0,0.0,37.0,,,,,,,,,,27.0,175.0,90.0,90.0,240000.0,93.0,86.0,81.0,89.0,45.0,74.0,https://sofifa.com/player/209331/mohamed-salah/20/159586,0.7,1.98,24.3,0.22,0.74,0.4,0.38,0.42,0.26,0.1,0.0,0.0,0.24,0.0,0.0,0.0,0.4502923976608187,0.16374269005847952
"frozenset({'Nacho', 'Monreal'})",Arsenal,Defender,162,6,,10,7715,297.0,121,15.0,335.0,384.0,491.0,251.0,876.0,51.0,1.0,,,13.0,16.0,0.0,14.0,70.0,1.0,1.0,809.0,610.0,297.0,261.0,16.0,182.0,,,,,,,,,,,,,0.037037037037037035,1.8333333333333333,47.623456790123456,0.06172839506172839,0.08641975308641975,0.7469135802469136,0.09259259259259259,2.067901234567901,2.3703703703703702,3.0308641975308643,5.407407407407407,0.3148148148148148,0.08024691358024691,1.123456790123457,0.532258064516129,0.5701198026779423,0.0,0.0
"frozenset({'Morata', 'Álvaro'})",Chelsea,Forward,32,11,81.0,6,604,19.0,43,30.0,13.0,6.0,20.0,13.0,,,7.0,34.0,17.0,4.0,7.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,0.34375,0.59375,18.875,0.1875,0.5625,1.34375,0.9375,0.40625,0.1875,0.625,0.0,0.0,0.125,0.0,0.0,0.0,0.41975308641975306,0.20987654320987653
"frozenset({'Alberto', 'Moreno'})",Liverpool,Defender,88,3,,5,3267,261.0,75,10.0,187.0,110.0,149.0,48.0,326.0,38.0,0.0,,,4.0,11.0,0.0,25.0,75.0,2.0,2.0,343.0,263.0,39.0,49.0,23.0,175.0,,,,,,,,,,,,,0.03409090909090909,2.965909090909091,37.125,0.056818181818181816,0.2840909090909091,0.8522727272727273,0.11363636363636363,2.125,1.25,1.6931818181818181,3.7045454545454546,0.4318181818181818,0.045454545454545456,1.9886363636363635,0.4431818181818182,0.566006600660066,0.0,0.0
"frozenset({'Wes', 'Morgan'})",Leicester City,Defender,135,5,,2,3341,6.0,107,2.0,170.0,274.0,759.0,455.0,496.0,40.0,3.0,,,1.0,11.0,1.0,17.0,70.0,2.0,2.0,649.0,408.0,395.0,252.0,33.0,179.0,35.0,186.0,75.0,75.0,41000.0,29.0,34.0,41.0,55.0,76.0,72.0,https://sofifa.com/player/136113/wes-morgan/20/159586,0.037037037037037035,0.044444444444444446,24.748148148148147,0.014814814814814815,0.1259259259259259,0.7925925925925926,0.014814814814814815,1.2592592592592593,2.0296296296296297,5.622222222222222,3.674074074074074,0.2962962962962963,0.007407407407407408,1.325925925925926,0.6105100463678517,0.6140018921475875,0.0,0.0
"frozenset({'Moses', 'Victor'})",Chelsea,Defender,219,20,323.0,18,4618,578.0,169,54.0,217.0,153.0,109.0,61.0,805.0,353.0,3.0,92.0,22.0,25.0,16.0,0.0,91.0,76.0,,0.0,944.0,1040.0,118.0,210.0,20.0,138.0,,,,,,,,,,,,,0.091324200913242,2.6392694063926943,21.08675799086758,0.0821917808219178,0.4155251141552511,0.771689497716895,0.2465753424657534,0.9908675799086758,0.6986301369863014,0.4977168949771689,3.675799086757991,1.6118721461187215,0.1141552511415525,0.6301369863013698,0.3597560975609756,0.47580645161290325,0.2848297213622291,0.06811145510835913
"frozenset({'Murphy', 'Jacob'})",Newcastle United,Midfielder,25,1,22.0,1,281,40.0,8,0.0,13.0,6.0,9.0,3.0,82.0,34.0,0.0,7.0,1.0,3.0,0.0,0.0,7.0,77.0,,0.0,63.0,103.0,7.0,24.0,18.0,7.0,,,71.0,,,,,,,,,,0.04,1.6,11.24,0.04,0.28,0.32,0.0,0.52,0.24,0.36,3.28,1.36,0.12,0.28,0.22580645161290322,0.3795180722891566,0.3181818181818182,0.045454545454545456
"frozenset({'Glenn', 'Murray'})",Brighton and Hove Albion,Forward,88,23,130.0,4,1209,22.0,132,71.0,43.0,15.0,62.0,41.0,,,8.0,60.0,22.0,8.0,15.0,1.0,22.0,,,,,,,,,,,,75.0,,,,,,,,,,0.26136363636363635,0.25,13.738636363636363,0.045454545454545456,0.25,1.5,0.8068181818181818,0.48863636363636365,0.17045454545454544,0.7045454545454546,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.46153846153846156,0.16923076923076924
"frozenset({'Shkodran', 'Mustafi'})",Arsenal,Defender,54,5,,3,3338,32.0,62,3.0,122.0,120.0,305.0,198.0,301.0,15.0,4.0,,,4.0,17.0,0.0,11.0,74.0,2.0,2.0,388.0,257.0,227.0,135.0,22.0,129.0,27.0,184.0,79.0,81.0,76000.0,60.0,57.0,63.0,61.0,77.0,77.0,https://sofifa.com/player/192227/shkodran-mustafi/20/159586,0.09259259259259259,0.5925925925925926,61.81481481481482,0.05555555555555555,0.2037037037037037,1.1481481481481481,0.05555555555555555,2.259259259259259,2.2222222222222223,5.648148148148148,5.574074074074074,0.2777777777777778,0.07407407407407407,2.388888888888889,0.6270718232044199,0.6015503875968993,0.0,0.0
"frozenset({'Niasse', 'Oumar'})",Everton,Forward,45,12,65.0,3,537,23.0,50,31.0,24.0,6.0,19.0,15.0,,,1.0,27.0,10.0,5.0,5.0,1.0,13.0,,,,,,,,,,29.0,182.0,73.0,73.0,60000.0,73.0,72.0,55.0,72.0,29.0,69.0,https://sofifa.com/player/208339/oumar-niasse/20/159586,0.26666666666666666,0.5111111111111111,11.933333333333334,0.06666666666666667,0.28888888888888886,1.1111111111111112,0.6888888888888889,0.5333333333333333,0.13333333333333333,0.4222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.4153846153846154,0.15384615384615385
"frozenset({'Georges-Kévin', 'Nkoudou'})",Tottenham Hotspur,Midfielder,17,0,6.0,0,113,20.0,6,0.0,7.0,1.0,4.0,3.0,24.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,86.0,,0.0,30.0,41.0,0.0,1.0,10.0,5.0,24.0,175.0,74.0,79.0,54000.0,88.0,67.0,68.0,78.0,34.0,58.0,https://sofifa.com/player/219732/georges-kevin-nkoudou/20/159586,0.0,1.1764705882352942,6.647058823529412,0.0,0.058823529411764705,0.35294117647058826,0.0,0.4117647058823529,0.058823529411764705,0.23529411764705882,1.411764705882353,0.7647058823529411,0.0,0.29411764705882354,0.0,0.4225352112676056,0.16666666666666666,0.0
"frozenset({'Mark', 'Noble'})",West Ham United,Midfielder,319,37,298.0,27,14874,893.0,328,25.0,761.0,525.0,242.0,61.0,1959.0,204.0,0.0,100.0,3.0,28.0,70.0,4.0,83.0,72.0,,3.0,1378.0,1303.0,76.0,112.0,32.0,1242.0,32.0,177.0,76.0,76.0,66000.0,41.0,67.0,76.0,73.0,72.0,70.0,https://sofifa.com/player/152879/mark-noble/20/159586,0.11598746081504702,2.799373040752351,46.626959247648905,0.08463949843260188,0.2601880877742947,1.0282131661442007,0.07836990595611286,2.385579937304075,1.64576802507837,0.7586206896551724,6.141065830721003,0.6394984326018809,0.0877742946708464,3.8934169278996866,0.40425531914893614,0.5139873181648639,0.33557046979865773,0.010067114093959731
"frozenset({'Obiang', 'Pedro'})",West Ham United,Midfielder,67,3,30.0,2,2144,20.0,74,0.0,156.0,93.0,69.0,37.0,339.0,58.0,0.0,8.0,0.0,3.0,12.0,0.0,9.0,76.0,,1.0,359.0,281.0,73.0,69.0,20.0,144.0,,,78.0,,,,,,,,,,0.04477611940298507,0.29850746268656714,32.0,0.029850746268656716,0.13432835820895522,1.1044776119402986,0.0,2.328358208955224,1.3880597014925373,1.0298507462686568,5.059701492537314,0.8656716417910447,0.04477611940298507,2.1492537313432836,0.5140845070422535,0.5609375,0.26666666666666666,0.0
"frozenset({'Angelo', 'Ogbonna'})",West Ham United,Defender,81,1,,0,2794,7.0,49,0.0,104.0,146.0,453.0,249.0,344.0,21.0,1.0,,,1.0,10.0,0.0,7.0,78.0,0.0,2.0,346.0,207.0,187.0,122.0,57.0,221.0,31.0,191.0,77.0,77.0,65000.0,58.0,39.0,58.0,60.0,79.0,74.0,https://sofifa.com/player/183855/angelo-ogbonna/20/159586,0.012345679012345678,0.08641975308641975,34.49382716049383,0.0,0.08641975308641975,0.6049382716049383,0.0,1.2839506172839505,1.8024691358024691,5.592592592592593,4.246913580246914,0.25925925925925924,0.012345679012345678,2.728395061728395,0.6051779935275081,0.6256781193490054,0.0,0.0
"frozenset({'Shinji', 'Okazaki'})",Leicester City,Forward,93,14,103.0,3,1366,19.0,79,21.0,92.0,35.0,16.0,12.0,,,2.0,37.0,14.0,5.0,4.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,0.15053763440860216,0.20430107526881722,14.688172043010752,0.03225806451612903,0.26881720430107525,0.8494623655913979,0.22580645161290322,0.989247311827957,0.3763440860215054,0.17204301075268819,0.0,0.0,0.053763440860215055,0.0,0.0,0.0,0.3592233009708738,0.13592233009708737
"frozenset({'Josh', 'Onomah'})",Aston Villa,Midfielder,13,0,4.0,0,63,5.0,1,1.0,6.0,1.0,2.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,100.0,,0.0,11.0,8.0,2.0,1.0,5.0,0.0,,,,,,,,,,,,,0.0,0.38461538461538464,4.846153846153846,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.46153846153846156,0.07692307692307693,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.0,0.0,0.6666666666666666,0.5789473684210527,0.5,0.0
"frozenset({'Origi', 'Divock'})",Liverpool,Forward,51,12,62.0,4,557,45.0,33,23.0,16.0,3.0,3.0,1.0,,,3.0,27.0,7.0,2.0,0.0,0.0,14.0,,,,,,,,,,24.0,188.0,78.0,83.0,77000.0,82.0,76.0,67.0,75.0,27.0,74.0,https://sofifa.com/player/213135/divock-origi/20/159586,0.23529411764705882,0.8823529411764706,10.92156862745098,0.0784313725490196,0.27450980392156865,0.6470588235294118,0.45098039215686275,0.3137254901960784,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.43548387096774194,0.11290322580645161
"frozenset({'Romeu', 'Oriol'})",Southampton,Midfielder,121,3,96.0,0,5657,11.0,165,4.0,333.0,239.0,190.0,79.0,781.0,63.0,0.0,19.0,2.0,6.0,32.0,0.0,28.0,73.0,,0.0,706.0,631.0,213.0,203.0,27.0,326.0,27.0,183.0,76.0,78.0,44000.0,45.0,39.0,63.0,62.0,77.0,77.0,https://sofifa.com/player/199576/oriol-romeu-vidal/20/159586,0.024793388429752067,0.09090909090909091,46.752066115702476,0.0,0.23140495867768596,1.3636363636363635,0.03305785123966942,2.7520661157024793,1.975206611570248,1.5702479338842976,6.454545454545454,0.5206611570247934,0.049586776859504134,2.6942148760330578,0.5120192307692307,0.5280478683620045,0.19791666666666666,0.020833333333333332
"frozenset({'Otamendi', 'Nicolás'})",Manchester City,Defender,94,6,,1,6588,6.0,89,1.0,217.0,236.0,521.0,332.0,553.0,27.0,4.0,,,3.0,27.0,0.0,18.0,71.0,1.0,3.0,602.0,368.0,286.0,184.0,17.0,325.0,31.0,183.0,83.0,83.0,145000.0,56.0,57.0,63.0,59.0,83.0,78.0,https://sofifa.com/player/192366/nicolas-otamendi/20/159586,0.06382978723404255,0.06382978723404255,70.08510638297872,0.010638297872340425,0.19148936170212766,0.9468085106382979,0.010638297872340425,2.3085106382978724,2.5106382978723403,5.542553191489362,5.882978723404255,0.2872340425531915,0.031914893617021274,3.4574468085106385,0.6085106382978723,0.6206185567010309,0.0,0.0
"frozenset({'Reece', 'Oxford'})",West Ham United,Defender,8,0,,0,54,0.0,2,0.0,10.0,6.0,8.0,2.0,7.0,,0.0,,,0.0,0.0,0.0,1.0,60.0,0.0,0.0,14.0,8.0,3.0,2.0,0.0,2.0,,,,,,,,,,,,,0.0,0.0,6.75,0.0,0.125,0.25,0.0,1.25,0.75,1.0,0.875,0.0,0.0,0.25,0.6,0.6363636363636364,0.0,0.0
"frozenset({'Alex', 'Oxlade-Chamberlain'})",Liverpool,Midfielder,164,12,196.0,21,3856,375.0,87,11.0,169.0,110.0,67.0,24.0,486.0,314.0,0.0,54.0,10.0,27.0,9.0,0.0,69.0,76.0,,3.0,629.0,601.0,62.0,102.0,21.0,208.0,25.0,175.0,80.0,83.0,90000.0,82.0,73.0,78.0,84.0,66.0,73.0,https://sofifa.com/player/198784/alex-oxlade-chamberlain/20/159586,0.07317073170731707,2.2865853658536586,23.51219512195122,0.12804878048780488,0.42073170731707316,0.5304878048780488,0.06707317073170732,1.0304878048780488,0.6707317073170732,0.40853658536585363,2.9634146341463414,1.9146341463414633,0.16463414634146342,1.2682926829268293,0.3780487804878049,0.5113821138211382,0.2755102040816326,0.05102040816326531
"frozenset({'Mesut', 'Özil'})",Arsenal,Midfielder,143,27,185.0,50,9270,722.0,71,69.0,133.0,66.0,32.0,11.0,632.0,212.0,4.0,83.0,24.0,61.0,10.0,0.0,51.0,73.0,,2.0,518.0,595.0,23.0,66.0,35.0,226.0,30.0,180.0,84.0,84.0,125000.0,70.0,72.0,86.0,84.0,24.0,56.0,https://sofifa.com/player/176635/mesut-ozil/20/159586,0.1888111888111888,5.048951048951049,64.82517482517483,0.34965034965034963,0.35664335664335667,0.4965034965034965,0.4825174825174825,0.9300699300699301,0.46153846153846156,0.22377622377622378,4.419580419580419,1.4825174825174825,0.42657342657342656,1.5804195804195804,0.25842696629213485,0.46540880503144655,0.4486486486486487,0.12972972972972974
frozenset({'Pedro'}),Chelsea,Forward,96,21,173.0,13,2622,202.0,65,28.0,105.0,59.0,23.0,6.0,,,2.0,54.0,8.0,10.0,10.0,0.0,45.0,,,,,,,,,,31.0,169.0,82.0,82.0,140000.0,75.0,77.0,77.0,84.0,43.0,56.0,https://sofifa.com/player/189505/pedro-rodriguez-ledesma/20/159586,0.21875,2.1041666666666665,27.3125,0.13541666666666666,0.46875,0.6770833333333334,0.2916666666666667,1.09375,0.6145833333333334,0.23958333333333334,0.0,0.0,0.10416666666666667,0.0,0.0,0.0,0.31213872832369943,0.046242774566473986
"frozenset({'Pennington', 'Matthew'})",Leeds United,Defender,7,1,,0,242,2.0,3,0.0,3.0,12.0,28.0,11.0,36.0,3.0,0.0,,,0.0,1.0,0.0,0.0,67.0,1.0,0.0,14.0,11.0,8.0,4.0,2.0,15.0,,,,,,,,,,,,,0.14285714285714285,0.2857142857142857,34.57142857142857,0.0,0.0,0.42857142857142855,0.0,0.42857142857142855,1.7142857142857142,4.0,5.142857142857143,0.42857142857142855,0.0,2.142857142857143,0.6666666666666666,0.56,0.0,0.0
"frozenset({'Lucas', 'Pérez'})",West Ham United,Forward,11,1,9.0,0,116,9.0,2,0.0,3.0,2.0,1.0,0.0,,,0.0,4.0,1.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.09090909090909091,0.8181818181818182,10.545454545454545,0.0,0.36363636363636365,0.18181818181818182,0.0,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.1111111111111111
"frozenset({'Jordan', 'Pickford'})",Everton,Goalkeeper,70,0,,0,2221,,1,,,,,,,,,,,,0.0,0.0,,,,5.0,,,,,,691.0,25.0,185.0,83.0,86.0,78000.0,,,,,,,https://sofifa.com/player/204935/jordan-pickford/20/159586,0.0,0.0,31.728571428571428,0.0,0.0,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.871428571428572,0.0,0.0,0.0,0.0
"frozenset({'Pogba', 'Paul'})",Manchester United,Midfielder,61,12,174.0,14,4052,72.0,108,6.0,91.0,58.0,71.0,47.0,394.0,156.0,3.0,52.0,11.0,11.0,12.0,1.0,47.0,71.0,,0.0,502.0,406.0,136.0,84.0,15.0,284.0,26.0,191.0,88.0,91.0,250000.0,74.0,81.0,86.0,85.0,66.0,86.0,https://sofifa.com/player/195864/paul-pogba/20/159586,0.19672131147540983,1.180327868852459,66.42622950819673,0.22950819672131148,0.7704918032786885,1.7704918032786885,0.09836065573770492,1.4918032786885247,0.9508196721311475,1.1639344262295082,6.459016393442623,2.557377049180328,0.18032786885245902,4.655737704918033,0.6181818181818182,0.552863436123348,0.2988505747126437,0.06321839080459771
"frozenset({'Nick', 'Pope'})",Burnley,Goalkeeper,35,0,,0,1099,,1,,,,,,,,,,,,3.0,0.0,,,,0.0,,,,,,362.0,27.0,200.0,79.0,82.0,32000.0,,,,,,,https://sofifa.com/player/203841/nick-pope/20/159586,0.0,0.0,31.4,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.342857142857143,0.0,0.0,0.0,0.0
"frozenset({'Pröpper', 'Davy'})",Brighton and Hove Albion,Midfielder,36,0,37.0,4,1425,13.0,44,2.0,74.0,63.0,70.0,28.0,251.0,36.0,0.0,5.0,3.0,1.0,2.0,1.0,10.0,61.0,,0.0,169.0,198.0,48.0,43.0,23.0,118.0,,,77.0,,,,,,,,,,0.0,0.3611111111111111,39.583333333333336,0.1111111111111111,0.2777777777777778,1.2222222222222223,0.05555555555555555,2.0555555555555554,1.75,1.9444444444444444,6.972222222222222,1.0,0.027777777777777776,3.2777777777777777,0.5274725274725275,0.4604904632152589,0.13513513513513514,0.08108108108108109
"frozenset({'Jason', 'Puncheon'})",Crystal Palace,Midfielder,193,24,338.0,18,6130,776.0,223,21.0,342.0,175.0,126.0,38.0,1128.0,248.0,0.0,109.0,15.0,22.0,27.0,1.0,107.0,76.0,,5.0,793.0,1071.0,77.0,102.0,28.0,309.0,,,,,,,,,,,,,0.12435233160621761,4.020725388601036,31.761658031088082,0.09326424870466321,0.5544041450777202,1.1554404145077721,0.10880829015544041,1.7720207253886011,0.9067357512953368,0.6528497409326425,5.844559585492228,1.2849740932642486,0.11398963730569948,1.6010362694300517,0.4301675977653631,0.42542918454935624,0.3224852071005917,0.04437869822485207
"frozenset({'Aaron', 'Ramsey'})",Arsenal,Midfielder,235,36,427.0,40,12448,255.0,243,17.0,442.0,253.0,124.0,48.0,1199.0,226.0,1.0,143.0,34.0,47.0,26.0,0.0,118.0,75.0,,1.0,1012.0,1214.0,114.0,151.0,16.0,549.0,,,83.0,,,,,,,,,,0.15319148936170213,1.0851063829787233,52.97021276595745,0.1702127659574468,0.502127659574468,1.0340425531914894,0.07234042553191489,1.8808510638297873,1.0765957446808512,0.5276595744680851,5.102127659574468,0.9617021276595744,0.2,2.3361702127659574,0.43018867924528303,0.4546271338724169,0.33489461358313816,0.07962529274004684
"frozenset({'Rashford', 'Marcus'})",Manchester United,Forward,79,17,121.0,8,1339,171.0,42,25.0,40.0,22.0,33.0,13.0,,,3.0,46.0,10.0,11.0,6.0,0.0,41.0,,,,,,,,,,21.0,186.0,83.0,88.0,125000.0,92.0,82.0,73.0,84.0,45.0,77.0,https://sofifa.com/player/231677/marcus-rashford/20/159586,0.21518987341772153,2.1645569620253164,16.949367088607595,0.10126582278481013,0.5189873417721519,0.5316455696202531,0.31645569620253167,0.5063291139240507,0.27848101265822783,0.4177215189873418,0.0,0.0,0.13924050632911392,0.0,0.0,0.0,0.38016528925619836,0.08264462809917356
"frozenset({'Tim', 'Ream'})",Fulham,Defender,13,0,,1,397,2.0,4,0.0,18.0,41.0,118.0,30.0,60.0,1.0,0.0,,,1.0,1.0,0.0,0.0,50.0,0.0,0.0,40.0,40.0,18.0,24.0,50.0,32.0,31.0,187.0,72.0,72.0,27000.0,61.0,43.0,68.0,68.0,71.0,69.0,https://sofifa.com/player/198261/tim-ream/20/159586,0.0,0.15384615384615385,30.53846153846154,0.07692307692307693,0.0,0.3076923076923077,0.0,1.3846153846153846,3.1538461538461537,9.076923076923077,4.615384615384615,0.07692307692307693,0.07692307692307693,2.4615384615384617,0.42857142857142855,0.5,0.0,0.0
"frozenset({'Redmond', 'Nathan'})",Southampton,Midfielder,138,15,250.0,10,3632,412.0,101,28.0,156.0,77.0,43.0,13.0,529.0,247.0,1.0,85.0,6.0,24.0,7.0,1.0,70.0,69.0,,1.0,558.0,642.0,26.0,78.0,23.0,159.0,25.0,173.0,77.0,80.0,50000.0,84.0,71.0,71.0,82.0,27.0,52.0,https://sofifa.com/player/198719/nathan-redmond/20/159586,0.10869565217391304,2.9855072463768115,26.318840579710145,0.07246376811594203,0.5072463768115942,0.7318840579710145,0.2028985507246377,1.1304347826086956,0.5579710144927537,0.3115942028985507,3.8333333333333335,1.789855072463768,0.17391304347826086,1.1521739130434783,0.25,0.465,0.34,0.024
"frozenset({'Ricardo', 'Pereira'})",Leicester City,Defender,1,0,,0,46,6.0,2,0.0,4.0,2.0,2.0,1.0,8.0,,0.0,,,1.0,0.0,0.0,1.0,75.0,0.0,0.0,8.0,10.0,4.0,0.0,6.0,1.0,25.0,175.0,82.0,84.0,89000.0,86.0,64.0,77.0,81.0,79.0,73.0,https://sofifa.com/player/210243/ricardo-barbosa-pereira/20/159586,0.0,6.0,46.0,0.0,1.0,2.0,0.0,4.0,2.0,2.0,8.0,0.0,1.0,1.0,1.0,0.4444444444444444,0.0,0.0
"frozenset({'Rice', 'Declan'})",West Ham United,Midfielder,28,0,,0,603,5.0,5,0.0,37.0,28.0,70.0,33.0,75.0,2.0,0.0,,,0.0,1.0,0.0,2.0,68.0,0.0,1.0,72.0,56.0,31.0,37.0,5.0,43.0,20.0,185.0,78.0,87.0,49000.0,62.0,37.0,64.0,68.0,77.0,77.0,https://sofifa.com/player/234378/declan-rice/20/159586,0.0,0.17857142857142858,21.535714285714285,0.0,0.07142857142857142,0.17857142857142858,0.0,1.3214285714285714,1.0,2.5,2.6785714285714284,0.07142857142857142,0.0,1.5357142857142858,0.45588235294117646,0.5625,0.0,0.0
frozenset({'Richarlison'}),Everton,Forward,39,7,97.0,4,835,51.0,38,21.0,67.0,25.0,30.0,21.0,,,1.0,24.0,13.0,6.0,5.0,0.0,26.0,,,,,,,,,,22.0,181.0,79.0,84.0,72000.0,84.0,77.0,72.0,81.0,45.0,79.0,https://sofifa.com/player/231943/richarlison-de-andrade/20/159586,0.1794871794871795,1.3076923076923077,21.41025641025641,0.10256410256410256,0.6666666666666666,0.9743589743589743,0.5384615384615384,1.7179487179487178,0.6410256410256411,0.7692307692307693,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.24742268041237114,0.13402061855670103
"frozenset({'Riedewald', 'Jairo'})",Crystal Palace,Defender,12,0,,0,155,2.0,3,0.0,11.0,12.0,12.0,6.0,23.0,3.0,0.0,,,0.0,0.0,0.0,0.0,73.0,0.0,0.0,18.0,11.0,4.0,3.0,100.0,13.0,,,,,,,,,,,,,0.0,0.16666666666666666,12.916666666666666,0.0,0.0,0.25,0.0,0.9166666666666666,1.0,1.0,1.9166666666666667,0.25,0.0,1.0833333333333333,0.5714285714285714,0.6206896551724138,0.0,0.0
"frozenset({'Ritchie', 'Matt'})",Newcastle United,Midfielder,74,7,141.0,12,2516,398.0,81,7.0,101.0,86.0,87.0,35.0,392.0,36.0,1.0,33.0,3.0,16.0,11.0,0.0,55.0,71.0,,1.0,289.0,402.0,59.0,127.0,23.0,141.0,29.0,172.0,75.0,75.0,34000.0,73.0,74.0,76.0,76.0,65.0,69.0,https://sofifa.com/player/186395/matt-ritchie/20/159586,0.0945945945945946,5.378378378378378,34.0,0.16216216216216217,0.7432432432432432,1.0945945945945945,0.0945945945945946,1.364864864864865,1.162162162162162,1.1756756756756757,5.297297297297297,0.4864864864864865,0.21621621621621623,1.9054054054054055,0.3172043010752688,0.4182344428364689,0.23404255319148937,0.02127659574468085
"frozenset({'Roberto', 'Firmino'})",Liverpool,Forward,104,36,248.0,22,3745,141.0,138,47.0,192.0,60.0,35.0,25.0,,,7.0,108.0,23.0,32.0,7.0,0.0,72.0,,,,,,,,,,27.0,181.0,86.0,87.0,170000.0,77.0,82.0,80.0,87.0,61.0,78.0,https://sofifa.com/player/201942/roberto-firmino-barbosa-de-oliveira/20/159586,0.34615384615384615,1.3557692307692308,36.00961538461539,0.21153846153846154,0.6923076923076923,1.3269230769230769,0.4519230769230769,1.8461538461538463,0.5769230769230769,0.33653846153846156,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.43548387096774194,0.09274193548387097
"frozenset({'Andrew', 'Robertson'})",Liverpool,Defender,80,2,,10,3371,290.0,44,7.0,137.0,122.0,174.0,66.0,434.0,57.0,0.0,,,11.0,14.0,0.0,8.0,67.0,4.0,1.0,250.0,224.0,34.0,32.0,16.0,161.0,25.0,178.0,85.0,89.0,125000.0,85.0,62.0,77.0,79.0,80.0,75.0,https://sofifa.com/player/216267/andrew-robertson/20/159586,0.025,3.625,42.1375,0.125,0.1,0.55,0.0875,1.7125,1.525,2.175,5.425,0.7125,0.1375,2.0125,0.5151515151515151,0.5274261603375527,0.0,0.0
"frozenset({'Rojo', 'Marcos'})",Manchester United,Defender,68,1,,1,3333,77.0,76,2.0,132.0,124.0,368.0,204.0,343.0,25.0,0.0,,,1.0,20.0,0.0,12.0,72.0,0.0,0.0,335.0,249.0,149.0,110.0,23.0,230.0,29.0,187.0,78.0,78.0,95000.0,67.0,59.0,68.0,65.0,76.0,76.0,https://sofifa.com/player/201862/marcos-rojo/20/159586,0.014705882352941176,1.1323529411764706,49.01470588235294,0.014705882352941176,0.17647058823529413,1.1176470588235294,0.029411764705882353,1.9411764705882353,1.8235294117647058,5.411764705882353,5.044117647058823,0.36764705882352944,0.014705882352941176,3.3823529411764706,0.5752895752895753,0.5736301369863014,0.0,0.0
